ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
MOZ,Mozambique,rural,Sanitation,2006,60.55618,8766989.846,Open defecation
MOZ,Mozambique,urban,Sanitation,2006,19.05589,1192619.282,Open defecation
MOZ,Mozambique,total,Drinking water,2006,15.51481,3217148.832,Surface water
MOZ,Mozambique,rural,Drinking water,2006,20.43675,2958720.505,Surface water
MOZ,Mozambique,urban,Drinking water,2006,4.12922,258428.4895,Surface water
MOZ,Mozambique,rural,Sanitation,2006,6.23873,903209.0711,Safely managed service
MOZ,Mozambique,total,Sanitation,2006,32.20079,6677149.961,Unimproved
MOZ,Mozambique,rural,Sanitation,2006,31.21275,4518809.062,Unimproved
MOZ,Mozambique,urban,Sanitation,2006,34.48636,2158340.685,Unimproved
MOZ,Mozambique,total,Drinking water,2006,44.34248,9194848.844,Unimproved
MOZ,Mozambique,rural,Drinking water,2006,54.58859,7903034.838,Unimproved
MOZ,Mozambique,urban,Drinking water,2006,20.64084,1291813.919,Unimproved
MOZ,Mozambique,total,Sanitation,2007,17.62137,3749918.398,At least basic
MOZ,Mozambique,urban,Sanitation,2007,40.47121,2615093.854,At least basic
MOZ,Mozambique,total,Drinking water,2007,33.35351,7097799.025,At least basic
MOZ,Mozambique,rural,Drinking water,2007,18.0606,2676382.117,At least basic
MOZ,Mozambique,urban,Drinking water,2007,68.42588,4421416.844,At least basic
MOZ,Mozambique,total,Hygiene,2007,11.68289,2486178.101,Basic service
MOZ,Mozambique,rural,Hygiene,2007,7.58949,1124678.178,Basic service
MOZ,Mozambique,urban,Hygiene,2007,21.07058,1361499.915,Basic service
MOZ,Mozambique,rural,Sanitation,2007,0.58935,87335.73845,Basic service
MOZ,Mozambique,total,Hygiene,2007,33.0156,7025888.794,Limited service
MOZ,Mozambique,rural,Hygiene,2007,36.96039,5477122.709,Limited service
MOZ,Mozambique,urban,Hygiene,2007,23.96872,1548766.228,Limited service
MOZ,Mozambique,total,Sanitation,2007,3.3961,722706.5694,Limited service
MOZ,Mozambique,rural,Sanitation,2007,1.5746,233337.7245,Limited service
MOZ,Mozambique,urban,Sanitation,2007,7.57348,489368.8356,Limited service
MOZ,Mozambique,total,Drinking water,2007,8.77183,1866690.593,Limited service
MOZ,Mozambique,rural,Drinking water,2007,9.15406,1356530.918,Limited service
MOZ,Mozambique,urban,Drinking water,2007,7.89524,510159.7054,Limited service
MOZ,Mozambique,total,Hygiene,2007,55.30151,11768445.81,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2007,55.45012,8217097.144,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2007,54.9607,3551348.899,No handwashing facility
MOZ,Mozambique,total,Sanitation,2007,46.29585,9851993.68,Open defecation
MOZ,Mozambique,rural,Sanitation,2007,58.55076,8676577.946,Open defecation
MOZ,Mozambique,urban,Sanitation,2007,18.19075,1175416.007,Open defecation
MOZ,Mozambique,total,Drinking water,2007,15.22818,3240634.502,Surface water
MOZ,Mozambique,rural,Drinking water,2007,20.1244,2982213.612,Surface water
MOZ,Mozambique,urban,Drinking water,2007,3.99933,258420.9884,Surface water
MOZ,Mozambique,rural,Sanitation,2007,7.0686,1047488.756,Safely managed service
MOZ,Mozambique,total,Sanitation,2007,32.68669,6955894.352,Unimproved
MOZ,Mozambique,rural,Sanitation,2007,32.21669,4774157.838,Unimproved
MOZ,Mozambique,urban,Sanitation,2007,33.76457,2181736.304,Unimproved
MOZ,Mozambique,total,Drinking water,2007,42.64648,9075388.881,Unimproved
MOZ,Mozambique,rural,Drinking water,2007,52.66094,7803771.352,Unimproved
MOZ,Mozambique,urban,Drinking water,2007,19.67956,1271617.462,Unimproved
MOZ,Mozambique,total,Sanitation,2008,18.83024,4113573.617,At least basic
MOZ,Mozambique,urban,Sanitation,2008,41.85104,2818845.974,At least basic
MOZ,Mozambique,total,Drinking water,2008,35.20692,7691152.425,At least basic
MOZ,Mozambique,rural,Drinking water,2008,19.84362,2998399.109,At least basic
MOZ,Mozambique,urban,Drinking water,2008,69.6727,4692753.222,At least basic
MOZ,Mozambique,total,Hygiene,2008,11.74598,2565975.836,Basic service
MOZ,Mozambique,rural,Hygiene,2008,7.58949,1146782.328,Basic service
MOZ,Mozambique,urban,Hygiene,2008,21.07058,1419193.487,Basic service
MOZ,Mozambique,rural,Sanitation,2008,0.65561,99063.6254,Basic service
MOZ,Mozambique,total,Hygiene,2008,32.9548,7199163.844,Limited service
MOZ,Mozambique,rural,Hygiene,2008,36.96039,5584768.74,Limited service
MOZ,Mozambique,urban,Hygiene,2008,23.96872,1614395.213,Limited service
MOZ,Mozambique,total,Sanitation,2008,3.55085,775704.1587,Limited service
MOZ,Mozambique,rural,Sanitation,2008,1.66543,251649.077,Limited service
MOZ,Mozambique,urban,Sanitation,2008,7.78058,524055.0686,Limited service
MOZ,Mozambique,total,Drinking water,2008,9.03404,1973537.946,Limited service
MOZ,Mozambique,rural,Drinking water,2008,9.61105,1452244.188,Limited service
MOZ,Mozambique,urban,Drinking water,2008,7.73958,521293.7817,Limited service
MOZ,Mozambique,total,Hygiene,2008,55.29922,12080431.43,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2008,55.45012,8378593.963,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2008,54.9607,3701837.344,No handwashing facility
MOZ,Mozambique,total,Sanitation,2008,44.45311,9711036.718,Open defecation
MOZ,Mozambique,rural,Sanitation,2008,56.54534,8544083.582,Open defecation
MOZ,Mozambique,urban,Sanitation,2008,17.32561,1166953.354,Open defecation
MOZ,Mozambique,total,Drinking water,2008,14.89661,3254250.085,Surface water
MOZ,Mozambique,rural,Drinking water,2008,19.81204,2993627.382,Surface water
MOZ,Mozambique,urban,Drinking water,2008,3.86943,260622.7848,Surface water
MOZ,Mozambique,rural,Sanitation,2008,7.91299,1195663.944,Safely managed service
MOZ,Mozambique,total,Sanitation,2008,33.16579,7245256.507,Unimproved
MOZ,Mozambique,rural,Sanitation,2008,33.22063,5019684.771,Unimproved
MOZ,Mozambique,urban,Sanitation,2008,33.04277,2225571.603,Unimproved
MOZ,Mozambique,total,Drinking water,2008,40.86243,8926630.545,Unimproved
MOZ,Mozambique,rural,Drinking water,2008,50.73329,7665874.321,Unimproved
MOZ,Mozambique,urban,Drinking water,2008,18.71828,1260756.212,Unimproved
MOZ,Mozambique,total,Sanitation,2009,20.06456,4501817.5,At least basic
MOZ,Mozambique,urban,Sanitation,2009,43.23363,3038872.78,At least basic
MOZ,Mozambique,total,Drinking water,2009,37.10244,8324549.196,At least basic
MOZ,Mozambique,rural,Drinking water,2009,21.67172,3339114.583,At least basic
MOZ,Mozambique,urban,Drinking water,2009,70.92709,4985434.555,At least basic
MOZ,Mozambique,total,Hygiene,2009,11.81284,2650407.542,Basic service
MOZ,Mozambique,rural,Hygiene,2009,7.58949,1169365.45,Basic service
MOZ,Mozambique,urban,Hygiene,2009,21.07058,1481042.073,Basic service
MOZ,Mozambique,rural,Sanitation,2009,0.723,111397.5901,Basic service
MOZ,Mozambique,total,Hygiene,2009,32.89036,7379498.107,Limited service
MOZ,Mozambique,rural,Hygiene,2009,36.96039,5694747.342,Limited service
MOZ,Mozambique,urban,Hygiene,2009,23.96872,1684750.708,Limited service
MOZ,Mozambique,total,Sanitation,2009,3.69683,829446.0764,Limited service
MOZ,Mozambique,rural,Sanitation,2009,1.74062,268189.017,Limited service
MOZ,Mozambique,urban,Sanitation,2009,7.98493,561257.0538,Limited service
MOZ,Mozambique,total,Drinking water,2009,9.25648,2076846.02,Limited service
MOZ,Mozambique,rural,Drinking water,2009,10.02295,1544307.136,Limited service
MOZ,Mozambique,urban,Drinking water,2009,7.57636,532538.8682,Limited service
MOZ,Mozambique,total,Hygiene,2009,55.2968,12406754.72,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2009,55.45012,8543590.239,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2009,54.9607,3863163.765,No handwashing facility
MOZ,Mozambique,total,Sanitation,2009,42.61039,9560348.784,Open defecation
MOZ,Mozambique,rural,Sanitation,2009,54.53993,8403349.787,Open defecation
MOZ,Mozambique,urban,Sanitation,2009,16.46046,1156998.922,Open defecation
MOZ,Mozambique,total,Drinking water,2009,14.56234,3267303.01,Surface water
MOZ,Mozambique,rural,Drinking water,2009,19.49968,3004452.303,Surface water
MOZ,Mozambique,urban,Drinking water,2009,3.73954,262850.6816,Surface water
MOZ,Mozambique,rural,Sanitation,2009,8.77189,1351547.102,Safely managed service
MOZ,Mozambique,total,Sanitation,2009,33.62821,7545047.639,Unimproved
MOZ,Mozambique,rural,Sanitation,2009,34.22457,5273219.506,Unimproved
MOZ,Mozambique,urban,Sanitation,2009,32.32098,2271827.744,Unimproved
MOZ,Mozambique,total,Drinking water,2009,39.07873,8767961.774,Unimproved
MOZ,Mozambique,rural,Drinking water,2009,48.80565,7519828.978,Unimproved
MOZ,Mozambique,urban,Drinking water,2009,17.75701,1248132.395,Unimproved
MOZ,Mozambique,total,Sanitation,2010,21.31701,4918627.137,At least basic
MOZ,Mozambique,urban,Sanitation,2010,44.61896,3276979.978,At least basic
MOZ,Mozambique,total,Drinking water,2010,39.02835,9005293.177,At least basic
MOZ,Mozambique,rural,Drinking water,2010,23.54492,3703464.644,At least basic
MOZ,Mozambique,urban,Drinking water,2010,72.18906,5301828.511,At least basic
MOZ,Mozambique,total,Hygiene,2010,11.88052,2741278.03,Basic service
MOZ,Mozambique,rural,Hygiene,2010,7.58949,1193777.336,Basic service
MOZ,Mozambique,urban,Hygiene,2010,21.07058,1547500.692,Basic service
MOZ,Mozambique,rural,Sanitation,2010,0.79152,124501.269,Basic service
MOZ,Mozambique,total,Hygiene,2010,32.82514,7573982.084,Limited service
MOZ,Mozambique,rural,Hygiene,2010,36.96039,5813631.92,Limited service
MOZ,Mozambique,urban,Hygiene,2010,23.96872,1760350.319,Limited service
MOZ,Mozambique,total,Sanitation,2010,3.83293,884400.4621,Limited service
MOZ,Mozambique,rural,Sanitation,2010,1.80015,283152.2294,Limited service
MOZ,Mozambique,urban,Sanitation,2010,8.18652,601248.2254,Limited service
MOZ,Mozambique,total,Drinking water,2010,9.43989,2178134.663,Limited service
MOZ,Mozambique,rural,Drinking water,2010,10.38976,1634243.041,Limited service
MOZ,Mozambique,urban,Drinking water,2010,7.40556,543891.6644,Limited service
MOZ,Mozambique,total,Hygiene,2010,55.29434,12758463.32,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2010,55.45012,8721947.777,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2010,54.9607,4036515.037,No handwashing facility
MOZ,Mozambique,total,Sanitation,2010,40.77676,9408717.566,Open defecation
MOZ,Mozambique,rural,Sanitation,2010,52.53451,8263340.138,Open defecation
MOZ,Mozambique,urban,Sanitation,2010,15.59532,1145377.687,Open defecation
MOZ,Mozambique,total,Drinking water,2010,14.22895,3283147.388,Surface water
MOZ,Mozambique,rural,Drinking water,2010,19.18732,3018041.7,Surface water
MOZ,Mozambique,urban,Drinking water,2010,3.60965,265105.7866,Surface water
MOZ,Mozambique,rural,Sanitation,2010,9.64531,1517145.858,Safely managed service
MOZ,Mozambique,total,Sanitation,2010,34.0733,7861977.835,Unimproved
MOZ,Mozambique,rural,Sanitation,2010,35.22851,5541217.51,Unimproved
MOZ,Mozambique,urban,Sanitation,2010,31.59919,2320760.11,Unimproved
MOZ,Mozambique,total,Drinking water,2010,37.30281,8607147.772,Unimproved
MOZ,Mozambique,rural,Drinking water,2010,46.878,7373607.615,Unimproved
MOZ,Mozambique,urban,Drinking water,2010,16.79573,1233540.038,Unimproved
MOZ,Mozambique,total,Sanitation,2011,22.58677,5366710.984,At least basic
MOZ,Mozambique,urban,Sanitation,2011,46.00705,3534799.92,At least basic
MOZ,Mozambique,total,Drinking water,2011,40.983,9737732.323,At least basic
MOZ,Mozambique,rural,Drinking water,2011,25.46321,4093784.445,At least basic
MOZ,Mozambique,urban,Drinking water,2011,73.45859,5643947.932,At least basic
MOZ,Mozambique,total,Hygiene,2011,11.94873,2839069.249,Basic service
MOZ,Mozambique,rural,Hygiene,2011,7.58949,1220180.702,Basic service
MOZ,Mozambique,urban,Hygiene,2011,21.07058,1618888.563,Basic service
MOZ,Mozambique,rural,Sanitation,2011,0.86118,138453.5826,Basic service
MOZ,Mozambique,total,Hygiene,2011,32.7594,7783772.051,Limited service
MOZ,Mozambique,rural,Hygiene,2011,36.96039,5942214.904,Limited service
MOZ,Mozambique,urban,Hygiene,2011,23.96872,1841557.172,Limited service
MOZ,Mozambique,total,Sanitation,2011,3.95924,940732.1531,Limited service
MOZ,Mozambique,rural,Sanitation,2011,1.84404,296470.2669,Limited service
MOZ,Mozambique,urban,Sanitation,2011,8.38537,644261.8923,Limited service
MOZ,Mozambique,total,Drinking water,2011,9.5848,2277389.512,Limited service
MOZ,Mozambique,rural,Drinking water,2011,10.71148,1722111.593,Limited service
MOZ,Mozambique,urban,Drinking water,2011,7.2272,555277.9265,Limited service
MOZ,Mozambique,total,Hygiene,2011,55.29186,13137579.31,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2011,55.45012,8914855.428,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2011,54.9607,4222723.815,No handwashing facility
MOZ,Mozambique,total,Sanitation,2011,38.95315,9255433.237,Open defecation
MOZ,Mozambique,rural,Sanitation,2011,50.52909,8123688.301,Open defecation
MOZ,Mozambique,urban,Sanitation,2011,14.73018,1131744.958,Open defecation
MOZ,Mozambique,total,Drinking water,2011,13.89677,3301930.009,Surface water
MOZ,Mozambique,rural,Drinking water,2011,18.87496,3034574.454,Surface water
MOZ,Mozambique,urban,Drinking water,2011,3.47976,267355.5609,Surface water
MOZ,Mozambique,rural,Sanitation,2011,10.53325,1693457.512,Safely managed service
MOZ,Mozambique,total,Sanitation,2011,34.50084,8197544.626,Unimproved
MOZ,Mozambique,rural,Sanitation,2011,36.23245,5825181.335,Unimproved
MOZ,Mozambique,urban,Sanitation,2011,30.8774,2372362.729,Unimproved
MOZ,Mozambique,total,Drinking water,2011,35.53544,8443369.157,Unimproved
MOZ,Mozambique,rural,Drinking water,2011,44.95035,7226780.508,Unimproved
MOZ,Mozambique,urban,Drinking water,2011,15.83446,1216588.08,Unimproved
MOZ,Mozambique,total,Sanitation,2012,23.8737,5846099.136,At least basic
MOZ,Mozambique,urban,Sanitation,2012,47.3979,3812308.14,At least basic
MOZ,Mozambique,total,Drinking water,2012,42.96574,10521283.46,At least basic
MOZ,Mozambique,rural,Drinking water,2012,27.42659,4510141.679,At least basic
MOZ,Mozambique,urban,Drinking water,2012,74.73569,6011141.973,At least basic
MOZ,Mozambique,total,Hygiene,2012,12.01749,2942795.424,Basic service
MOZ,Mozambique,rural,Hygiene,2012,7.58949,1248046.182,Basic service
MOZ,Mozambique,urban,Hygiene,2012,21.07058,1694749.297,Basic service
MOZ,Mozambique,rural,Sanitation,2012,0.93197,153256.2034,Basic service
MOZ,Mozambique,total,Hygiene,2012,32.69315,8005770.394,Limited service
MOZ,Mozambique,rural,Hygiene,2012,36.96039,6077918.307,Limited service
MOZ,Mozambique,urban,Hygiene,2012,23.96872,1927852.104,Limited service
MOZ,Mozambique,total,Sanitation,2012,4.07597,998107.4691,Limited service
MOZ,Mozambique,rural,Sanitation,2012,1.87227,307883.7443,Limited service
MOZ,Mozambique,urban,Sanitation,2012,8.58146,690223.7491,Limited service
MOZ,Mozambique,total,Drinking water,2012,9.69173,2373272.018,Limited service
MOZ,Mozambique,rural,Drinking water,2012,10.9881,1806929.007,Limited service
MOZ,Mozambique,urban,Drinking water,2012,7.04126,566343.0165,Limited service
MOZ,Mozambique,total,Hygiene,2012,55.28937,13539045.28,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2012,55.45012,9118445.544,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2012,54.9607,4420599.652,No handwashing facility
MOZ,Mozambique,total,Sanitation,2012,37.1397,9094624.363,Open defecation
MOZ,Mozambique,rural,Sanitation,2012,48.52367,7979431.085,Open defecation
MOZ,Mozambique,urban,Sanitation,2012,13.86504,1115193.246,Open defecation
MOZ,Mozambique,total,Drinking water,2012,13.56582,3321946.24,Surface water
MOZ,Mozambique,rural,Drinking water,2012,18.5626,3052509.936,Surface water
MOZ,Mozambique,urban,Drinking water,2012,3.34986,269436.2854,Surface water
MOZ,Mozambique,rural,Sanitation,2012,11.43571,1880534.923,Safely managed service
MOZ,Mozambique,total,Sanitation,2012,34.91063,8548780.032,Unimproved
MOZ,Mozambique,rural,Sanitation,2012,37.23639,6123304.045,Unimproved
MOZ,Mozambique,urban,Sanitation,2012,30.1556,2425475.864,Unimproved
MOZ,Mozambique,total,Drinking water,2012,33.77671,8271109.285,Unimproved
MOZ,Mozambique,rural,Drinking water,2012,43.0227,7074829.379,Unimproved
MOZ,Mozambique,urban,Drinking water,2012,14.87318,1196279.726,Unimproved
MOZ,Mozambique,total,Sanitation,2013,25.17766,6357795.164,At least basic
MOZ,Mozambique,urban,Sanitation,2013,48.79149,4110184.701,At least basic
MOZ,Mozambique,total,Drinking water,2013,44.97593,11357199.69,At least basic
MOZ,Mozambique,rural,Drinking water,2013,29.43507,4953261.162,At least basic
MOZ,Mozambique,urban,Drinking water,2013,76.02037,6403938.909,At least basic
MOZ,Mozambique,total,Hygiene,2013,12.08678,3052121.145,Basic service
MOZ,Mozambique,rural,Hygiene,2013,7.58949,1277140.021,Basic service
MOZ,Mozambique,urban,Hygiene,2013,21.07058,1774981.228,Basic service
MOZ,Mozambique,rural,Sanitation,2013,1.00389,168931.5843,Basic service
MOZ,Mozambique,total,Hygiene,2013,32.62637,8238723.072,Limited service
MOZ,Mozambique,rural,Hygiene,2013,36.96039,6219603.75,Limited service
MOZ,Mozambique,urban,Hygiene,2013,23.96872,2019119.467,Limited service
MOZ,Mozambique,total,Sanitation,2013,4.18334,1056365.097,Limited service
MOZ,Mozambique,rural,Sanitation,2013,1.88485,317178.5409,Limited service
MOZ,Mozambique,urban,Sanitation,2013,8.77479,739186.5988,Limited service
MOZ,Mozambique,total,Drinking water,2013,9.76118,2464866.588,Limited service
MOZ,Mozambique,rural,Drinking water,2013,11.21964,1888012.913,Limited service
MOZ,Mozambique,urban,Drinking water,2013,6.84776,576853.7175,Limited service
MOZ,Mozambique,total,Hygiene,2013,55.28685,13960886.63,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2013,55.45012,9331010.263,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2013,54.9607,4629877.36,No handwashing facility
MOZ,Mozambique,total,Sanitation,2013,35.33653,8923085.462,Open defecation
MOZ,Mozambique,rural,Sanitation,2013,46.51825,7827976.695,Open defecation
MOZ,Mozambique,urban,Sanitation,2013,12.9999,1095108.87,Open defecation
MOZ,Mozambique,total,Drinking water,2013,13.23614,3342355.18,Surface water
MOZ,Mozambique,rural,Drinking water,2013,18.25024,3071105.509,Surface water
MOZ,Mozambique,urban,Drinking water,2013,3.21997,271249.7032,Surface water
MOZ,Mozambique,rural,Sanitation,2013,12.35268,2078679.109,Safely managed service
MOZ,Mozambique,total,Sanitation,2013,35.30247,8914485.277,Unimproved
MOZ,Mozambique,rural,Sanitation,2013,38.24033,6434988.064,Unimproved
MOZ,Mozambique,urban,Sanitation,2013,29.43381,2479497.83,Unimproved
MOZ,Mozambique,total,Drinking water,2013,32.02675,8087309.538,Unimproved
MOZ,Mozambique,rural,Drinking water,2013,41.09505,6915374.416,Unimproved
MOZ,Mozambique,urban,Drinking water,2013,13.9119,1171935.67,Unimproved
MOZ,Mozambique,total,Sanitation,2014,26.49849,6899864.296,At least basic
MOZ,Mozambique,urban,Sanitation,2014,50.18784,4427266.409,At least basic
MOZ,Mozambique,total,Drinking water,2014,47.01288,12241545.17,At least basic
MOZ,Mozambique,rural,Drinking water,2014,31.48864,5421496.953,At least basic
MOZ,Mozambique,urban,Drinking water,2014,77.31261,6820048.367,At least basic
MOZ,Mozambique,total,Hygiene,2014,12.15661,3165424.098,Basic service
MOZ,Mozambique,rural,Hygiene,2014,7.58949,1306705.471,Basic service
MOZ,Mozambique,urban,Hygiene,2014,21.07058,1858718.673,Basic service
MOZ,Mozambique,rural,Sanitation,2014,1.07694,185420.3149,Basic service
MOZ,Mozambique,total,Hygiene,2014,32.55907,8477960.506,Limited service
MOZ,Mozambique,rural,Hygiene,2014,36.96039,6363585.912,Limited service
MOZ,Mozambique,urban,Hygiene,2014,23.96872,2114374.505,Limited service
MOZ,Mozambique,total,Sanitation,2014,4.28157,1114864.098,Limited service
MOZ,Mozambique,rural,Sanitation,2014,1.88179,323993.1494,Limited service
MOZ,Mozambique,urban,Sanitation,2014,8.96538,790870.9751,Limited service
MOZ,Mozambique,total,Drinking water,2014,9.79369,2550149.931,Limited service
MOZ,Mozambique,rural,Drinking water,2014,11.40608,1963819.857,Limited service
MOZ,Mozambique,urban,Drinking water,2014,6.64668,586330.0429,Limited service
MOZ,Mozambique,total,Hygiene,2014,55.28432,14395319.67,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2014,55.45012,9547020.653,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2014,54.9607,4848298.88,No handwashing facility
MOZ,Mozambique,total,Sanitation,2014,33.54379,8734368.041,Open defecation
MOZ,Mozambique,rural,Sanitation,2014,44.51283,7663913.027,Open defecation
MOZ,Mozambique,urban,Sanitation,2014,12.13476,1070454.841,Open defecation
MOZ,Mozambique,total,Drinking water,2014,12.90774,3361009.017,Surface water
MOZ,Mozambique,rural,Drinking water,2014,17.93788,3088420.921,Surface water
MOZ,Mozambique,urban,Drinking water,2014,3.09008,272588.0179,Surface water
MOZ,Mozambique,rural,Sanitation,2014,13.28417,2287177.694,Safely managed service
MOZ,Mozambique,total,Sanitation,2014,35.67615,9289607.565,Unimproved
MOZ,Mozambique,rural,Sanitation,2014,39.24427,6756807.809,Unimproved
MOZ,Mozambique,urban,Sanitation,2014,28.71202,2532799.775,Unimproved
MOZ,Mozambique,total,Drinking water,2014,30.28569,7885999.883,Unimproved
MOZ,Mozambique,rural,Drinking water,2014,39.1674,6743574.268,Unimproved
MOZ,Mozambique,urban,Drinking water,2014,12.95063,1142425.572,Unimproved
MOZ,Mozambique,total,Sanitation,2015,27.83605,7472099.623,At least basic
MOZ,Mozambique,urban,Sanitation,2015,51.58695,4763578.345,At least basic
MOZ,Mozambique,total,Drinking water,2015,49.07594,13173576.07,At least basic
MOZ,Mozambique,rural,Drinking water,2015,33.5873,5914444.253,At least basic
MOZ,Mozambique,urban,Drinking water,2015,78.61242,7259131.727,At least basic
MOZ,Mozambique,total,Hygiene,2015,12.22698,3282119.31,Basic service
MOZ,Mozambique,rural,Hygiene,2015,7.58949,1336445.479,Basic service
MOZ,Mozambique,urban,Hygiene,2015,21.07058,1945673.806,Basic service
MOZ,Mozambique,rural,Sanitation,2015,1.15113,202704.2009,Basic service
MOZ,Mozambique,total,Hygiene,2015,32.49126,8721707.975,Limited service
MOZ,Mozambique,rural,Hygiene,2015,36.96039,6508418.163,Limited service
MOZ,Mozambique,urban,Hygiene,2015,23.96872,2213289.806,Limited service
MOZ,Mozambique,total,Sanitation,2015,4.37088,1173285.331,Limited service
MOZ,Mozambique,rural,Sanitation,2015,1.86307,328071.1759,Limited service
MOZ,Mozambique,urban,Sanitation,2015,9.15321,845214.1434,Limited service
MOZ,Mozambique,total,Drinking water,2015,9.7898,2627899.084,Limited service
MOZ,Mozambique,rural,Drinking water,2015,11.54742,2033405.649,Limited service
MOZ,Mozambique,urban,Drinking water,2015,6.43804,594493.4349,Limited service
MOZ,Mozambique,total,Hygiene,2015,55.28176,14839419.14,No handwashing facility
MOZ,Mozambique,rural,Hygiene,2015,55.45012,9764306.395,No handwashing facility
MOZ,Mozambique,urban,Hygiene,2015,54.9607,5075113.449,No handwashing facility
MOZ,Mozambique,total,Sanitation,2015,31.76161,8525847.886,Open defecation
MOZ,Mozambique,rural,Sanitation,2015,42.50741,7485202.489,Open defecation
MOZ,Mozambique,urban,Sanitation,2015,11.26962,1040645.413,Open defecation
MOZ,Mozambique,total,Drinking water,2015,12.58065,3377054.034,Surface water
MOZ,Mozambique,rural,Drinking water,2015,17.62552,3103708.08,Surface water
MOZ,Mozambique,urban,Drinking water,2015,2.96019,273345.963,Surface water
MOZ,Mozambique,rural,Sanitation,2015,14.23018,2505817.02,Safely managed service
MOZ,Mozambique,total,Sanitation,2015,36.03146,9672013.16,Unimproved
MOZ,Mozambique,rural,Sanitation,2015,40.24821,7087375.122,Unimproved
MOZ,Mozambique,urban,Sanitation,2015,27.99023,2584639.099,Unimproved
MOZ,Mozambique,total,Drinking water,2015,28.55361,7664716.812,Unimproved
MOZ,Mozambique,rural,Drinking water,2015,37.23976,6557612.018,Unimproved
MOZ,Mozambique,urban,Drinking water,2015,11.98935,1107105.875,Unimproved
MOZ,Mozambique,total,Sanitation,2016,29.19017,8084653.333,At least basic
MOZ,Mozambique,urban,Sanitation,2016,52.9888,5125753.624,At least basic
MOZ,Mozambique,total,Drinking water,2016,51.16441,14170748.39,At least basic
MOZ,Mozambique,rural,Drinking water,2016,35.73105,6439884.151,At least basic
MOZ,Mozambique,urban,Drinking water,2016,79.91981,7730864.379,At least basic
MOZ,Mozambique,rural,Sanitation,2016,1.22645,221045.5762,Basic service
MOZ,Mozambique,total,Sanitation,2016,4.4515,1232909.116,Limited service
MOZ,Mozambique,rural,Sanitation,2016,1.8287,329591.0395,Limited service
MOZ,Mozambique,urban,Sanitation,2016,9.33828,903318.0659,Limited service
MOZ,Mozambique,total,Drinking water,2016,9.75004,2700419.695,Limited service
MOZ,Mozambique,rural,Drinking water,2016,11.64368,2098565.643,Limited service
MOZ,Mozambique,urban,Drinking water,2016,6.22182,601854.1652,Limited service
MOZ,Mozambique,total,Sanitation,2016,29.99013,8306215.433,Open defecation
MOZ,Mozambique,rural,Sanitation,2016,40.50199,7299761.745,Open defecation
MOZ,Mozambique,urban,Sanitation,2016,10.40448,1006454.121,Open defecation
MOZ,Mozambique,total,Drinking water,2016,12.25488,3394170.753,Surface water
MOZ,Mozambique,rural,Drinking water,2016,17.31316,3120388.675,Surface water
MOZ,Mozambique,urban,Drinking water,2016,2.83029,273782.2692,Surface water
MOZ,Mozambique,rural,Sanitation,2016,15.19071,2737854.15,Safely managed service
MOZ,Mozambique,total,Sanitation,2016,36.3682,10072715.12,Unimproved
MOZ,Mozambique,rural,Sanitation,2016,41.25215,7434963.499,Unimproved
MOZ,Mozambique,urban,Sanitation,2016,27.26843,2637751.189,Unimproved
MOZ,Mozambique,total,Drinking water,2016,26.83067,7431154.16,Unimproved
MOZ,Mozambique,rural,Drinking water,2016,35.31211,6364377.532,Unimproved
MOZ,Mozambique,urban,Drinking water,2016,11.02807,1066776.186,Unimproved
MOZ,Mozambique,total,Sanitation,2017,30.56033,8730914.948,At least basic
MOZ,Mozambique,urban,Sanitation,2017,54.39341,5509669.1,At least basic
MOZ,Mozambique,total,Drinking water,2017,53.27718,15220993.27,At least basic
MOZ,Mozambique,rural,Drinking water,2017,37.91989,6992483.667,At least basic
MOZ,Mozambique,urban,Drinking water,2017,81.23476,8228508.694,At least basic
MOZ,Mozambique,rural,Sanitation,2017,1.3029,240257.1379,Basic service
MOZ,Mozambique,total,Sanitation,2017,4.52358,1292362.675,Limited service
MOZ,Mozambique,rural,Sanitation,2017,1.77868,327992.1075,Limited service
MOZ,Mozambique,urban,Sanitation,2017,9.52061,964370.4736,Limited service
MOZ,Mozambique,total,Drinking water,2017,9.67504,2764105.212,Limited service
MOZ,Mozambique,rural,Drinking water,2017,11.69484,2156546.231,Limited service
MOZ,Mozambique,urban,Drinking water,2017,5.99804,607558.87,Limited service
MOZ,Mozambique,total,Sanitation,2017,28.22979,8065092.558,Open defecation
